id,name,supertype,subtypes,rules,set,number,artist,rarity,legalities,images,tcgplayer,cardmarket,types,regulationMark
sm7-183,Rainbow Energy,Energy,['Special'],"['This card provides Colorless Energy. While in play, this card provides every type of Energy but provides only 1 Energy at a time. When you attach this card from your hand to 1 of your Pokémon, put 1 damage counter on that Pokémon.']","{'id': 'sm7', 'name': 'Celestial Storm', 'series': 'Sun & Moon', 'printedTotal': 168, 'total': 187, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'CES', 'releaseDate': '2018/08/03', 'updatedAt': '2022/10/11 21:39:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm7/symbol.png', 'logo': 'https://images.pokemontcg.io/sm7/logo.png'}}",183,,Rare Secret,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm7/183.png', 'large': 'https://images.pokemontcg.io/sm7/183_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm7-183', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 31.76, 'mid': 38.87, 'high': 79.99, 'market': 32.36, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sm7-183', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 22.3, 'lowPrice': 14.44, 'trendPrice': 34.59, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 24.33, 'lowPriceExPlus': 17.99, 'avg1': 20.0, 'avg7': 31.77, 'avg30': 30.54, 'reverseHoloAvg1': 25.0, 'reverseHoloAvg7': 26.34, 'reverseHoloAvg30': 24.19}}",,
sm8-194,Memory Energy,Energy,['Special'],"['This card provides Colorless Energy.', 'The Pokémon this card is attached to can use any attack from its previous Evolutions. (You still need the necessary Energy to use each attack.)']","{'id': 'sm8', 'name': 'Lost Thunder', 'series': 'Sun & Moon', 'printedTotal': 214, 'total': 240, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'LOT', 'releaseDate': '2018/11/02', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm8/symbol.png', 'logo': 'https://images.pokemontcg.io/sm8/logo.png'}}",194,,Uncommon,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm8/194.png', 'large': 'https://images.pokemontcg.io/sm8/194_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm8-194', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.08, 'mid': 0.29, 'high': 1.24, 'market': 0.25, 'directLow': 0.27}, 'reverseHolofoil': {'low': 0.5, 'mid': 0.78, 'high': 1.25, 'market': 0.68, 'directLow': 0.87}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sm8-194', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.17, 'lowPrice': 0.02, 'trendPrice': 0.18, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.2, 'reverseHoloTrend': 0.99, 'lowPriceExPlus': 0.02, 'avg1': 0.3, 'avg7': 0.19, 'avg30': 0.18, 'reverseHoloAvg1': 0.5, 'reverseHoloAvg7': 2.5, 'reverseHoloAvg30': 1.2}}",,
sv2-193,Therapeutic Energy,Energy,['Special'],"[""As long as this card is attached to a Pokémon, it provides Colorless Energy.The Pokémon this card is attached to recovers from being Asleep, Confused, or Paralyzed and can't be affected by those Special Conditions.""]","{'id': 'sv2', 'name': 'Paldea Evolved', 'series': 'Scarlet & Violet', 'printedTotal': 193, 'total': 279, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'releaseDate': '2023/06/09', 'updatedAt': '2023/06/09 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv2/symbol.png', 'logo': 'https://images.pokemontcg.io/sv2/logo.png'}}",193,,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sv2/193.png', 'large': 'https://images.pokemontcg.io/sv2/193_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv2-193', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.02, 'mid': 0.2, 'high': 99999.0, 'market': 0.11, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.15, 'high': 4.99, 'market': 0.09, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv2-193', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.12, 'lowPrice': 0.02, 'trendPrice': 0.08, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.15, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.17, 'lowPriceExPlus': 0.02, 'avg1': 0.17, 'avg7': 0.1, 'avg30': 0.11, 'reverseHoloAvg1': 0.22, 'reverseHoloAvg7': 0.15, 'reverseHoloAvg30': 0.14}}",['Colorless'],G
sv4-182,Medical Energy,Energy,['Special'],"['As long as this card is attached to a Pokémon, it provides Colorless Energy.  When you attach this card from your hand to 1 of your Pokémon, heal 30 damage from that Pokémon.']","{'id': 'sv4', 'name': 'Paradox Rift', 'series': 'Scarlet & Violet', 'printedTotal': 182, 'total': 266, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'releaseDate': '2023/11/03', 'updatedAt': '2023/11/03 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv4/symbol.png', 'logo': 'https://images.pokemontcg.io/sv4/logo.png'}}",182,,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sv4/182.png', 'large': 'https://images.pokemontcg.io/sv4/182_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-182', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.07, 'directLow': None}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.2, 'high': 4.99, 'market': 0.13, 'directLow': 0.09}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv4-182', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.05, 'lowPrice': 0.02, 'trendPrice': 0.05, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.2, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.18, 'lowPriceExPlus': 0.02, 'avg1': 0.08, 'avg7': 0.06, 'avg30': 0.05, 'reverseHoloAvg1': 0.28, 'reverseHoloAvg7': 0.18, 'reverseHoloAvg30': 0.2}}",,G
sv4-266,Reversal Energy,Energy,['Special'],"[""As long as this card is attached to a Pokémon, it provides Colorless Energy.    If you have more Prize cards remaining than your opponent, and if this card is attached to an Evolution Pokémon that doesn't have a Rule Box (Pokémon ex, Pokémon V, etc. have Rule Boxes), this card provides every type of Energy but provides only 3 Energy at a time.""]","{'id': 'sv4', 'name': 'Paradox Rift', 'series': 'Scarlet & Violet', 'printedTotal': 182, 'total': 266, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'releaseDate': '2023/11/03', 'updatedAt': '2023/11/03 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv4/symbol.png', 'logo': 'https://images.pokemontcg.io/sv4/logo.png'}}",266,,Hyper Rare,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sv4/266.png', 'large': 'https://images.pokemontcg.io/sv4/266_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-266', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 2.48, 'mid': 3.63, 'high': 14.99, 'market': 3.5, 'directLow': 5.49}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv4-266', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 3.11, 'lowPrice': 2.29, 'trendPrice': 3.19, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 2.29, 'avg1': 3.26, 'avg7': 3.35, 'avg30': 3.12, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,G
sv5-161,Mist Energy,Energy,['Special'],"[""As long as this card is attached to a Pokémon, it provides Colorless Energy.    Prevent all effects of attacks used by your opponent's Pokémon done to the Pokémon this card is attached to. (Existing effects are not removed. Damage is not an effect.)""]","{'id': 'sv5', 'name': 'Temporal Forces', 'series': 'Scarlet & Violet', 'printedTotal': 162, 'total': 218, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'TEF', 'releaseDate': '2024/03/22', 'updatedAt': '2024/03/22 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv5/symbol.png', 'logo': 'https://images.pokemontcg.io/sv5/logo.png'}}",161,,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sv5/161.png', 'large': 'https://images.pokemontcg.io/sv5/161_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv5-161', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.22, 'mid': 0.5, 'high': 5.95, 'market': 0.42, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.25, 'high': 63.0, 'market': 0.2, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv5-161', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.22, 'lowPrice': 0.02, 'trendPrice': 0.21, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.55, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.76, 'lowPriceExPlus': 0.02, 'avg1': 0.2, 'avg7': 0.25, 'avg30': 0.22, 'reverseHoloAvg1': 0.3, 'reverseHoloAvg7': 0.5, 'reverseHoloAvg30': 0.54}}",,H
sv6-166,Boomerang Energy,Energy,['Special'],"['As long as this card is attached to a Pokémon, it provides Colorless Energy.    If this card is discarded by an effect of an attack used by the Pokémon this card is attached to, attach this card from your discard pile to that Pokémon after attacking.']","{'id': 'sv6', 'name': 'Twilight Masquerade', 'series': 'Scarlet & Violet', 'printedTotal': 167, 'total': 226, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'TWM', 'releaseDate': '2024/05/24', 'updatedAt': '2024/05/23 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv6/symbol.png', 'logo': 'https://images.pokemontcg.io/sv6/logo.png'}}",166,,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sv6/166.png', 'large': 'https://images.pokemontcg.io/sv6/166_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-166', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.21, 'high': 4.99, 'market': 0.19, 'directLow': 0.14}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.1, 'directLow': 0.07}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv6-166', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.05, 'lowPrice': 0.02, 'trendPrice': 0.05, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.29, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.3, 'lowPriceExPlus': 0.02, 'avg1': 0.02, 'avg7': 0.03, 'avg30': 0.05, 'reverseHoloAvg1': 0.3, 'reverseHoloAvg7': 0.28, 'reverseHoloAvg30': 0.24}}",,H
sv6-226,Luminous Energy,Energy,['Special'],"['As long as this card is attached to a Pokémon, it provides every type of Energy but provides only 1 Energy at a time.  If the Pokémon this card is attached to has any other Special Energy attached, this card provides Colorless Energy instead.']","{'id': 'sv6', 'name': 'Twilight Masquerade', 'series': 'Scarlet & Violet', 'printedTotal': 167, 'total': 226, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'TWM', 'releaseDate': '2024/05/24', 'updatedAt': '2024/05/23 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv6/symbol.png', 'logo': 'https://images.pokemontcg.io/sv6/logo.png'}}",226,,Hyper Rare,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sv6/226.png', 'large': 'https://images.pokemontcg.io/sv6/226_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-226', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 4.5, 'mid': 7.5, 'high': 24.99, 'market': 6.3, 'directLow': 7.25}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv6-226', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 6.69, 'lowPrice': 4.99, 'trendPrice': 7.31, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 4.99, 'avg1': 6.66, 'avg7': 7.27, 'avg30': 6.86, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,H
sv8-252,Jet Energy,Energy,['Special'],"['As long as this card is attached to a Pokémon, it provides Colorless Energy.  When you attach this card from your hand to 1 of your Benched Pokémon, switch that Pokémon with your Active Pokémon.']","{'id': 'sv8', 'name': 'Surging Sparks', 'series': 'Scarlet & Violet', 'printedTotal': 191, 'total': 252, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SSP', 'releaseDate': '2024/11/08', 'updatedAt': '2024/11/07 22:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv8/symbol.png', 'logo': 'https://images.pokemontcg.io/sv8/logo.png'}}",252,,Hyper Rare,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sv8/252.png', 'large': 'https://images.pokemontcg.io/sv8/252_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv8-252', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 11.99, 'mid': 13.38, 'high': 42.0, 'market': 12.36, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv8-252', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 12.53, 'lowPrice': 8.5, 'trendPrice': 11.57, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 8.5, 'avg1': 12.42, 'avg7': 12.05, 'avg30': 12.59, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,G
swsh1-186,Aurora Energy,Energy,['Special'],"['You can attach this card to 1 of your Pokémon only if you discard another card from your hand.', 'As long as this card is attached to a Pokémon, it provides every type of Energy but provides only 1 Energy at a time.']","{'id': 'swsh1', 'name': 'Sword & Shield', 'series': 'Sword & Shield', 'printedTotal': 202, 'total': 216, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SSH', 'releaseDate': '2020/02/07', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh1/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh1/logo.png'}}",186,,Uncommon,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh1/186.png', 'large': 'https://images.pokemontcg.io/swsh1/186_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh1-186', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.08, 'mid': 0.25, 'high': 2.47, 'market': 0.21, 'directLow': None}, 'reverseHolofoil': {'low': 0.18, 'mid': 0.47, 'high': 6.47, 'market': 0.4, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh1-186', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.71, 'lowPrice': 0.02, 'trendPrice': 0.68, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.92, 'reverseHoloLow': 0.25, 'reverseHoloTrend': 0.84, 'lowPriceExPlus': 0.02, 'avg1': 0.36, 'avg7': 0.4, 'avg30': 0.68, 'reverseHoloAvg1': 0.59, 'reverseHoloAvg7': 0.91, 'reverseHoloAvg30': 0.83}}",,D
swsh10-216,Double Turbo Energy,Energy,['Special'],"[""As long as this card is attached to a Pokémon, it provides ColorlessColorless Energy. The attacks of the Pokémon this card is attached to do 20 less damage to your opponent's Pokémon (before applying Weakness and Resistance).""]","{'id': 'swsh10', 'name': 'Astral Radiance', 'series': 'Sword & Shield', 'printedTotal': 189, 'total': 216, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'ASR', 'releaseDate': '2022/05/27', 'updatedAt': '2022/05/27 09:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh10/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh10/logo.png'}}",216,,Rare Secret,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh10/216.png', 'large': 'https://images.pokemontcg.io/swsh10/216_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh10-216', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 15.0, 'mid': 18.0, 'high': 65.0, 'market': 16.48, 'directLow': 16.28}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh10-216', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 12.3, 'lowPrice': 9.5, 'trendPrice': 12.75, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 9.5, 'avg1': 11.38, 'avg7': 12.83, 'avg30': 12.69, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,F
swsh11-171,Gift Energy,Energy,['Special'],"[""As long as this card is attached to a Pokémon, it provides Colorless Energy. If the Pokémon this card is attached to is Knocked Out by damage from an attack from your opponent's Pokémon, draw cards until you have 7 cards in your hand.""]","{'id': 'swsh11', 'name': 'Lost Origin', 'series': 'Sword & Shield', 'printedTotal': 196, 'total': 217, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'LOR', 'releaseDate': '2022/09/09', 'updatedAt': '2022/09/09 13:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh11/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh11/logo.png'}}",171,,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh11/171.png', 'large': 'https://images.pokemontcg.io/swsh11/171_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh11-171', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.07, 'mid': 0.2, 'high': 11.5, 'market': 0.16, 'directLow': None}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.57, 'high': 2.99, 'market': 0.58, 'directLow': 0.55}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh11-171', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.15, 'lowPrice': 0.02, 'trendPrice': 0.1, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.24, 'reverseHoloLow': 0.03, 'reverseHoloTrend': 0.25, 'lowPriceExPlus': 0.02, 'avg1': 0.1, 'avg7': 0.13, 'avg30': 0.14, 'reverseHoloAvg1': 0.4, 'reverseHoloAvg7': 0.3, 'reverseHoloAvg30': 0.31}}",,F
swsh12-168,Regenerative Energy,Energy,['Special'],"['As long as this card is attached to a Pokémon, it provides Colorless Energy. Whenever you play a Pokémon from your hand to evolve the Pokémon V this card is attached to, heal 100 damage from that Pokémon.']","{'id': 'swsh12', 'name': 'Silver Tempest', 'series': 'Sword & Shield', 'printedTotal': 195, 'total': 215, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SIT', 'releaseDate': '2022/11/11', 'updatedAt': '2022/09/09 11:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh12/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh12/logo.png'}}",168,,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh12/168.png', 'large': 'https://images.pokemontcg.io/swsh12/168_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-168', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 11.5, 'market': 0.08, 'directLow': 0.01}, 'reverseHolofoil': {'low': 0.02, 'mid': 0.19, 'high': 2.0, 'market': 0.14, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh12-168', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.05, 'lowPrice': 0.02, 'trendPrice': 0.05, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.15, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.15, 'lowPriceExPlus': 0.02, 'avg1': 0.05, 'avg7': 0.05, 'avg30': 0.06, 'reverseHoloAvg1': 0.25, 'reverseHoloAvg7': 0.16, 'reverseHoloAvg30': 0.17}}",,F
swsh12-215,V Guard Energy,Energy,['Special'],"[""As long as this card is attached to a Pokémon, it provides Colorless Energy. The Pokémon this card is attached to takes 30 less damage from attacks from your opponent's Pokémon V (after applying Weakness and Resistance). This effect can't be applied more than once at a time to the same Pokémon.""]","{'id': 'swsh12', 'name': 'Silver Tempest', 'series': 'Sword & Shield', 'printedTotal': 195, 'total': 215, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SIT', 'releaseDate': '2022/11/11', 'updatedAt': '2022/09/09 11:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh12/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh12/logo.png'}}",215,,Rare Secret,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh12/215.png', 'large': 'https://images.pokemontcg.io/swsh12/215_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-215', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 0.99, 'mid': 2.25, 'high': 20.0, 'market': 1.82, 'directLow': 3.73}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh12-215', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 3.02, 'lowPrice': 1.7, 'trendPrice': 3.92, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 1.7, 'avg1': 3.28, 'avg7': 3.31, 'avg30': 3.06, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,F
swsh2-172,Horror Psychic Energy,Energy,['Special'],"['As long as this card is attached to a Pokémon, it provides Psychic Energy.', ""If the Psychic Pokémon this card is attached to is in the Active Spot and is damaged by an opponent's attack (even if it is Knocked Out), put 2 damage counters on the Attacking Pokémon.""]","{'id': 'swsh2', 'name': 'Rebel Clash', 'series': 'Sword & Shield', 'printedTotal': 192, 'total': 209, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'RCL', 'releaseDate': '2020/05/01', 'updatedAt': '2020/09/25 10:09:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh2/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh2/logo.png'}}",172,,Uncommon,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/172.png', 'large': 'https://images.pokemontcg.io/swsh2/172_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh2-172', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 1.0, 'mid': 2.3, 'high': 6.99, 'market': 2.36, 'directLow': 3.47}, 'normal': {'low': 0.2, 'mid': 0.5, 'high': 11.5, 'market': 0.43, 'directLow': 0.49}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh2-172', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.41, 'lowPrice': 0.02, 'trendPrice': 0.53, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 1.08, 'reverseHoloLow': 0.2, 'reverseHoloTrend': 1.21, 'lowPriceExPlus': 0.02, 'avg1': 0.15, 'avg7': 0.41, 'avg30': 0.41, 'reverseHoloAvg1': 0.99, 'reverseHoloAvg7': 1.21, 'reverseHoloAvg30': 1.23}}",,D
swsh2-173,Speed Lightning Energy,Energy,['Special'],"['As long as this card is attached to a Pokémon, it provides Lightning Energy.', 'When you attach this card from your hand to a Lightning Pokémon, draw 2 cards.']","{'id': 'swsh2', 'name': 'Rebel Clash', 'series': 'Sword & Shield', 'printedTotal': 192, 'total': 209, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'RCL', 'releaseDate': '2020/05/01', 'updatedAt': '2020/09/25 10:09:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh2/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh2/logo.png'}}",173,,Uncommon,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/173.png', 'large': 'https://images.pokemontcg.io/swsh2/173_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh2-173', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.09, 'mid': 0.25, 'high': 89.0, 'market': 0.25, 'directLow': 0.25}, 'reverseHolofoil': {'low': 0.78, 'mid': 1.68, 'high': 4.99, 'market': 1.55, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh2-173', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.31, 'lowPrice': 0.02, 'trendPrice': 0.37, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.86, 'reverseHoloLow': 0.2, 'reverseHoloTrend': 1.26, 'lowPriceExPlus': 0.02, 'avg1': 1.0, 'avg7': 0.44, 'avg30': 0.37, 'reverseHoloAvg1': 0.4, 'reverseHoloAvg7': 0.93, 'reverseHoloAvg30': 1.57}}",,D
