id,name,supertype,subtypes,rules,set,number,artist,rarity,legalities,regulationMark,images,tcgplayer,cardmarket,abilities,attacks,flavorText,hp
sv7-137,Gravity Gemstone,Trainer,['Pokémon Tool'],"['As long as the Pokémon this card is attached to is in the Active Spot, the Retreat Cost of both Active Pokémon is Colorless more.', 'You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached.']","{'id': 'sv7', 'name': 'Stellar Crown', 'series': 'Scarlet & Violet', 'printedTotal': 142, 'total': 175, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SCR', 'releaseDate': '2024/09/13', 'updatedAt': '2024/09/13 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv7/symbol.png', 'logo': 'https://images.pokemontcg.io/sv7/logo.png'}}",137,,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",H,"{'small': 'https://images.pokemontcg.io/sv7/137.png', 'large': 'https://images.pokemontcg.io/sv7/137_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv7-137', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.19, 'high': 4.99, 'market': 0.14, 'directLow': 0.14}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 11.5, 'market': 0.07, 'directLow': 0.06}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv7-137', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.05, 'lowPrice': 0.02, 'trendPrice': 0.05, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.18, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.25, 'lowPriceExPlus': 0.02, 'avg1': 0.04, 'avg7': 0.05, 'avg30': 0.05, 'reverseHoloAvg1': 0.29, 'reverseHoloAvg7': 0.17, 'reverseHoloAvg30': 0.18}}",,,,
sv7-138,Kofu,Trainer,['Supporter'],"[""Put 2 cards from your hand on the bottom of your deck in any order. If you put 2 cards on the bottom of your deck in this way, draw 4 cards. (If you can't put 2 cards from your hand on the bottom of your deck, you can't use this card.)"", 'You may play only 1 Supporter card during your turn.']","{'id': 'sv7', 'name': 'Stellar Crown', 'series': 'Scarlet & Violet', 'printedTotal': 142, 'total': 175, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SCR', 'releaseDate': '2024/09/13', 'updatedAt': '2024/09/13 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv7/symbol.png', 'logo': 'https://images.pokemontcg.io/sv7/logo.png'}}",138,,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",H,"{'small': 'https://images.pokemontcg.io/sv7/138.png', 'large': 'https://images.pokemontcg.io/sv7/138_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv7-138', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 1.5, 'market': 0.07, 'directLow': 0.04}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.15, 'high': 4.99, 'market': 0.1, 'directLow': 0.1}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv7-138', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.04, 'lowPrice': 0.02, 'trendPrice': 0.05, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.13, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.17, 'lowPriceExPlus': 0.02, 'avg1': 0.03, 'avg7': 0.04, 'avg30': 0.04, 'reverseHoloAvg1': 0.13, 'reverseHoloAvg7': 0.11, 'reverseHoloAvg30': 0.12}}",,,,
sv7-139,Lacey,Trainer,['Supporter'],"['Shuffle your hand into your deck. Then, draw 4 cards. If your opponent has 3 or fewer Prize cards remaining, draw 8 cards instead.', 'You may play only 1 Supporter card during your turn.']","{'id': 'sv7', 'name': 'Stellar Crown', 'series': 'Scarlet & Violet', 'printedTotal': 142, 'total': 175, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SCR', 'releaseDate': '2024/09/13', 'updatedAt': '2024/09/13 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv7/symbol.png', 'logo': 'https://images.pokemontcg.io/sv7/logo.png'}}",139,,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",H,"{'small': 'https://images.pokemontcg.io/sv7/139.png', 'large': 'https://images.pokemontcg.io/sv7/139_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv7-139', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.16, 'high': 4.99, 'market': 0.12, 'directLow': 0.11}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 1.5, 'market': 0.06, 'directLow': 0.05}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv7-139', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.04, 'lowPrice': 0.02, 'trendPrice': 0.03, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.12, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.14, 'lowPriceExPlus': 0.02, 'avg1': 0.04, 'avg7': 0.04, 'avg30': 0.04, 'reverseHoloAvg1': 0.13, 'reverseHoloAvg7': 0.12, 'reverseHoloAvg30': 0.12}}",,,,
sv7-140,Occa Berry,Trainer,['Pokémon Tool'],"[""If the Pokémon this card is attached to is damaged by an attack from your opponent's Fire Pokémon, it takes 60 less damage (after applying Weakness and Resistance), and discard this card."", 'You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached.']","{'id': 'sv7', 'name': 'Stellar Crown', 'series': 'Scarlet & Violet', 'printedTotal': 142, 'total': 175, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SCR', 'releaseDate': '2024/09/13', 'updatedAt': '2024/09/13 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv7/symbol.png', 'logo': 'https://images.pokemontcg.io/sv7/logo.png'}}",140,,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",H,"{'small': 'https://images.pokemontcg.io/sv7/140.png', 'large': 'https://images.pokemontcg.io/sv7/140_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv7-140', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.15, 'high': 4.99, 'market': 0.09, 'directLow': 0.07}, 'normal': {'low': 0.01, 'mid': 0.08, 'high': 4.99, 'market': 0.06, 'directLow': 0.03}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv7-140', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.03, 'lowPrice': 0.02, 'trendPrice': 0.02, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.12, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.13, 'lowPriceExPlus': 0.02, 'avg1': 0.03, 'avg7': 0.03, 'avg30': 0.03, 'reverseHoloAvg1': 0.12, 'reverseHoloAvg7': 0.13, 'reverseHoloAvg30': 0.12}}",,,,
sv7-141,Payapa Berry,Trainer,['Pokémon Tool'],"[""If the Pokémon this card is attached to is damaged by an attack from your opponent's Psychic Pokémon, it takes 60 less damage (after applying Weakness and Resistance), and discard this card."", 'You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached.']","{'id': 'sv7', 'name': 'Stellar Crown', 'series': 'Scarlet & Violet', 'printedTotal': 142, 'total': 175, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SCR', 'releaseDate': '2024/09/13', 'updatedAt': '2024/09/13 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv7/symbol.png', 'logo': 'https://images.pokemontcg.io/sv7/logo.png'}}",141,,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",H,"{'small': 'https://images.pokemontcg.io/sv7/141.png', 'large': 'https://images.pokemontcg.io/sv7/141_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv7-141', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.24, 'high': 4.99, 'market': 0.24, 'directLow': 0.33}, 'normal': {'low': 0.01, 'mid': 0.08, 'high': 11.5, 'market': 0.04, 'directLow': 0.03}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv7-141', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.03, 'lowPrice': 0.02, 'trendPrice': 0.03, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.25, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.23, 'lowPriceExPlus': 0.02, 'avg1': 0.05, 'avg7': 0.03, 'avg30': 0.03, 'reverseHoloAvg1': 0.26, 'reverseHoloAvg7': 0.2, 'reverseHoloAvg30': 0.25}}",,,,
sv7-142,Sparkling Crystal,Trainer,"['Pokémon Tool', 'ACE SPEC']","[""You can't have more than 1 ACE SPEC card in your deck."", 'When the Tera Pokémon this card is attached to uses an attack, that attack costs 1 Energy less. (The Energy can be of any type.)', 'You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached.']","{'id': 'sv7', 'name': 'Stellar Crown', 'series': 'Scarlet & Violet', 'printedTotal': 142, 'total': 175, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SCR', 'releaseDate': '2024/09/13', 'updatedAt': '2024/09/13 15:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv7/symbol.png', 'logo': 'https://images.pokemontcg.io/sv7/logo.png'}}",142,,ACE SPEC Rare,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",H,"{'small': 'https://images.pokemontcg.io/sv7/142.png', 'large': 'https://images.pokemontcg.io/sv7/142_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv7-142', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 0.14, 'mid': 0.99, 'high': 21.77, 'market': 0.78, 'directLow': 0.67}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv7-142', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.95, 'lowPrice': 0.15, 'trendPrice': 1.09, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 0.15, 'avg1': 1.17, 'avg7': 1.02, 'avg30': 0.98, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,,,
sv8-163,Babiri Berry,Trainer,['Pokémon Tool'],"[""If the Pokémon this card is attached to is damaged by an attack from your opponent's Metal Pokémon, it takes 60 less damage (after applying Weakness and Resistance), and discard this card."", 'You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached.', ""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached.""]","{'id': 'sv8', 'name': 'Surging Sparks', 'series': 'Scarlet & Violet', 'printedTotal': 191, 'total': 252, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SSP', 'releaseDate': '2024/11/08', 'updatedAt': '2024/11/07 22:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv8/symbol.png', 'logo': 'https://images.pokemontcg.io/sv8/logo.png'}}",163,,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",H,"{'small': 'https://images.pokemontcg.io/sv8/163.png', 'large': 'https://images.pokemontcg.io/sv8/163_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv8-163', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.03, 'mid': 0.2, 'high': 4.99, 'market': 0.21, 'directLow': 0.25}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.05, 'directLow': 0.04}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv8-163', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.04, 'lowPrice': 0.02, 'trendPrice': 0.04, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.17, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.16, 'lowPriceExPlus': 0.02, 'avg1': 0.03, 'avg7': 0.04, 'avg30': 0.04, 'reverseHoloAvg1': 0.15, 'reverseHoloAvg7': 0.18, 'reverseHoloAvg30': 0.17}}",,,,
sv8-168,Colbur Berry,Trainer,['Pokémon Tool'],"[""If the Pokémon this card is attached to is damaged by an attack from your opponent's Darkness Pokémon, it takes 60 less damage (after applying Weakness and Resistance), and discard this card."", 'You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached.', ""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached.""]","{'id': 'sv8', 'name': 'Surging Sparks', 'series': 'Scarlet & Violet', 'printedTotal': 191, 'total': 252, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SSP', 'releaseDate': '2024/11/08', 'updatedAt': '2024/11/07 22:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv8/symbol.png', 'logo': 'https://images.pokemontcg.io/sv8/logo.png'}}",168,,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",H,"{'small': 'https://images.pokemontcg.io/sv8/168.png', 'large': 'https://images.pokemontcg.io/sv8/168_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv8-168', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.04, 'mid': 0.21, 'high': 4.99, 'market': 0.22, 'directLow': 0.14}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.06, 'directLow': 0.04}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv8-168', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.04, 'lowPrice': 0.02, 'trendPrice': 0.04, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.18, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.17, 'lowPriceExPlus': 0.02, 'avg1': 0.03, 'avg7': 0.04, 'avg30': 0.04, 'reverseHoloAvg1': 0.1, 'reverseHoloAvg7': 0.21, 'reverseHoloAvg30': 0.18}}",,,,
sv8-162,Amulet of Hope,Trainer,"['Pokémon Tool', 'ACE SPEC']","[""If the Pokémon this card is attached to is Knocked Out by damage from an attack from your opponent's Pokémon, search your deck for up to 3 cards and put them into your hand. Then, shuffle your deck."", 'You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached.', ""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached."", ""ACE SPEC: You can't have more than 1 ACE SPEC card in your deck.""]","{'id': 'sv8', 'name': 'Surging Sparks', 'series': 'Scarlet & Violet', 'printedTotal': 191, 'total': 252, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SSP', 'releaseDate': '2024/11/08', 'updatedAt': '2024/11/07 22:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv8/symbol.png', 'logo': 'https://images.pokemontcg.io/sv8/logo.png'}}",162,,ACE SPEC Rare,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",H,"{'small': 'https://images.pokemontcg.io/sv8/162.png', 'large': 'https://images.pokemontcg.io/sv8/162_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv8-162', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 0.24, 'mid': 0.68, 'high': 9.99, 'market': 0.55, 'directLow': 0.66}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv8-162', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.83, 'lowPrice': 0.24, 'trendPrice': 0.91, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 0.24, 'avg1': 0.75, 'avg7': 0.9, 'avg30': 0.84, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,,,
sv8-166,Chill Teaser Toy,Trainer,['Item'],"[""You can use this card only if you go second, and only during your first turn.  Put an Energy attached to 1 of your opponent's Pokémon into their hand."", 'You may play any number of Item cards during your turn.']","{'id': 'sv8', 'name': 'Surging Sparks', 'series': 'Scarlet & Violet', 'printedTotal': 191, 'total': 252, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SSP', 'releaseDate': '2024/11/08', 'updatedAt': '2024/11/07 22:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv8/symbol.png', 'logo': 'https://images.pokemontcg.io/sv8/logo.png'}}",166,,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",H,"{'small': 'https://images.pokemontcg.io/sv8/166.png', 'large': 'https://images.pokemontcg.io/sv8/166_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv8-166', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.07, 'directLow': 0.05}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.2, 'high': 4.99, 'market': 0.2, 'directLow': 0.3}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv8-166', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.04, 'lowPrice': 0.02, 'trendPrice': 0.05, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.18, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.14, 'lowPriceExPlus': 0.02, 'avg1': 0.03, 'avg7': 0.05, 'avg30': 0.04, 'reverseHoloAvg1': 0.15, 'reverseHoloAvg7': 0.15, 'reverseHoloAvg30': 0.17}}",,,,
sv8-165,Call Bell,Trainer,['Item'],"['You can use this card only if you go second, and only during your first turn.  Search your deck for a Supporter card, reveal it, and put it into your hand. Then, shuffle your deck.', 'You may play any number of Item cards during your turn.']","{'id': 'sv8', 'name': 'Surging Sparks', 'series': 'Scarlet & Violet', 'printedTotal': 191, 'total': 252, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SSP', 'releaseDate': '2024/11/08', 'updatedAt': '2024/11/07 22:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv8/symbol.png', 'logo': 'https://images.pokemontcg.io/sv8/logo.png'}}",165,,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",H,"{'small': 'https://images.pokemontcg.io/sv8/165.png', 'large': 'https://images.pokemontcg.io/sv8/165_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv8-165', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.05, 'mid': 0.28, 'high': 4.99, 'market': 0.31, 'directLow': 0.33}, 'normal': {'low': 0.01, 'mid': 0.13, 'high': 1.5, 'market': 0.14, 'directLow': 0.09}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv8-165', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.1, 'lowPrice': 0.02, 'trendPrice': 0.07, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.2, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.19, 'lowPriceExPlus': 0.02, 'avg1': 0.06, 'avg7': 0.08, 'avg30': 0.1, 'reverseHoloAvg1': 0.13, 'reverseHoloAvg7': 0.19, 'reverseHoloAvg30': 0.19}}",,,,
sv8-167,Clemont's Quick Wit,Trainer,['Supporter'],"['Heal 60 damage from each of your Lightning Pokémon.', 'You may play only 1 Supporter card during your turn.']","{'id': 'sv8', 'name': 'Surging Sparks', 'series': 'Scarlet & Violet', 'printedTotal': 191, 'total': 252, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SSP', 'releaseDate': '2024/11/08', 'updatedAt': '2024/11/07 22:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv8/symbol.png', 'logo': 'https://images.pokemontcg.io/sv8/logo.png'}}",167,,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",H,"{'small': 'https://images.pokemontcg.io/sv8/167.png', 'large': 'https://images.pokemontcg.io/sv8/167_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv8-167', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.09, 'directLow': 0.06}, 'reverseHolofoil': {'low': 0.03, 'mid': 0.21, 'high': 4.99, 'market': 0.2, 'directLow': 0.25}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv8-167', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.05, 'lowPrice': 0.02, 'trendPrice': 0.07, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.2, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.26, 'lowPriceExPlus': 0.02, 'avg1': 0.03, 'avg7': 0.05, 'avg30': 0.05, 'reverseHoloAvg1': 0.15, 'reverseHoloAvg7': 0.24, 'reverseHoloAvg30': 0.21}}",,,,
sv8-164,Brilliant Blender,Trainer,"['Item', 'ACE SPEC']","['Search your deck for up to 5 cards and discard them. Then, shuffle your deck.', 'You may play any number of Item cards during your turn.', ""ACE SPEC: You can't have more than 1 ACE SPEC card in your deck.""]","{'id': 'sv8', 'name': 'Surging Sparks', 'series': 'Scarlet & Violet', 'printedTotal': 191, 'total': 252, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SSP', 'releaseDate': '2024/11/08', 'updatedAt': '2024/11/07 22:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv8/symbol.png', 'logo': 'https://images.pokemontcg.io/sv8/logo.png'}}",164,,ACE SPEC Rare,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",H,"{'small': 'https://images.pokemontcg.io/sv8/164.png', 'large': 'https://images.pokemontcg.io/sv8/164_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv8-164', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 1.3, 'mid': 2.55, 'high': 12.99, 'market': 2.4, 'directLow': 2.98}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv8-164', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 2.33, 'lowPrice': 1.0, 'trendPrice': 2.16, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 1.39, 'avg1': 1.96, 'avg7': 2.16, 'avg30': 2.25, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,,,
sv8-169,Counter Gain,Trainer,['Pokémon Tool'],"['If you have more Prize cards remaining than your opponent, attacks used by the Pokémon this card is attached to cost Colorless less.', 'You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached.', ""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached.""]","{'id': 'sv8', 'name': 'Surging Sparks', 'series': 'Scarlet & Violet', 'printedTotal': 191, 'total': 252, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SSP', 'releaseDate': '2024/11/08', 'updatedAt': '2024/11/07 22:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv8/symbol.png', 'logo': 'https://images.pokemontcg.io/sv8/logo.png'}}",169,,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",H,"{'small': 'https://images.pokemontcg.io/sv8/169.png', 'large': 'https://images.pokemontcg.io/sv8/169_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv8-169', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.16, 'high': 4.99, 'market': 0.15, 'directLow': 0.14}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.43, 'high': 4.99, 'market': 0.51, 'directLow': 0.55}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv8-169', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.13, 'lowPrice': 0.02, 'trendPrice': 0.1, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.37, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.36, 'lowPriceExPlus': 0.02, 'avg1': 0.09, 'avg7': 0.12, 'avg30': 0.13, 'reverseHoloAvg1': 0.19, 'reverseHoloAvg7': 0.36, 'reverseHoloAvg30': 0.35}}",,,,
sv8-170,Cyrano,Trainer,['Supporter'],"['Search your deck for up to 3 Pokémon ex, reveal them, and put them into your hand. Then, shuffle your deck.', 'You may play only 1 Supporter card during your turn.']","{'id': 'sv8', 'name': 'Surging Sparks', 'series': 'Scarlet & Violet', 'printedTotal': 191, 'total': 252, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SSP', 'releaseDate': '2024/11/08', 'updatedAt': '2024/11/07 22:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/sv8/symbol.png', 'logo': 'https://images.pokemontcg.io/sv8/logo.png'}}",170,,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",H,"{'small': 'https://images.pokemontcg.io/sv8/170.png', 'large': 'https://images.pokemontcg.io/sv8/170_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv8-170', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.15, 'high': 4.99, 'market': 0.12, 'directLow': 0.13}, 'normal': {'low': 0.01, 'mid': 0.11, 'high': 1.95, 'market': 0.11, 'directLow': 0.1}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sv8-170', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.05, 'lowPrice': 0.02, 'trendPrice': 0.05, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.1, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.12, 'lowPriceExPlus': 0.02, 'avg1': 0.03, 'avg7': 0.04, 'avg30': 0.05, 'reverseHoloAvg1': 0.11, 'reverseHoloAvg7': 0.11, 'reverseHoloAvg30': 0.1}}",,,,
